"","male","white","black","hispanic","mompro2","poppro2","siblings","norest96","norcen96","south96","west96","height81","height85","esteem80","athlets","wage96","hgc96","daded79","momed79","age","clubnum"
"9725",1,1,0,0,0,0,1,NA,NA,NA,NA,70,70,26,1,NA,NA,16,14,NA,0
"9726",1,1,0,0,0,1,4,NA,NA,NA,NA,70,70,26,0,NA,NA,14,14,NA,0
"9727",0,1,0,0,1,1,0,NA,NA,NA,NA,63,64,26,NA,NA,NA,19,17,NA,NA
"9728",1,1,0,0,0,1,1,NA,NA,NA,NA,71,70,28,0,NA,NA,16,14,NA,3
"9729",1,1,0,0,0,1,1,NA,NA,NA,NA,70,70,23,1,NA,NA,16,12,NA,2
"9730",0,1,0,0,0,0,5,NA,NA,NA,NA,67,67,20,0,NA,NA,8,11,NA,0
"9731",0,1,0,0,0,0,5,NA,NA,NA,NA,61,60,17,0,NA,NA,NA,11,NA,0
"9732",0,1,0,0,0,0,5,NA,NA,NA,NA,66,65,23,0,NA,NA,8,11,NA,2
"9733",0,1,0,0,0,0,3,NA,NA,NA,NA,62,62,21,1,NA,NA,16,12,NA,1
"9734",1,1,0,0,0,1,1,NA,NA,NA,NA,70,72,27,1,NA,NA,16,12,NA,0
"9735",1,1,0,0,1,1,3,NA,NA,NA,NA,68,68,22,0,NA,NA,16,16,NA,1
"9736",0,1,0,0,1,1,0,NA,NA,NA,NA,67,67,20,1,NA,NA,12,12,NA,0
"9737",1,1,0,0,0,1,2,NA,NA,NA,NA,71,71,22,0,NA,NA,16,15,NA,0
"9738",1,1,0,0,0,1,1,NA,NA,NA,NA,72,72,22,1,NA,NA,17,12,NA,1
"9739",1,1,0,0,0,0,1,NA,NA,NA,NA,67,67,23,0,NA,NA,17,16,NA,2
"9740",0,1,0,0,0,0,4,NA,NA,NA,NA,64,64,24,0,NA,NA,12,13,NA,1
"9741",0,1,0,0,0,1,3,NA,NA,NA,NA,64,64,27,0,NA,NA,11,12,NA,2
"9742",1,1,0,0,0,0,4,NA,NA,NA,NA,71,73,25,1,NA,NA,12,9,NA,5
"9743",1,1,0,0,0,0,2,NA,NA,NA,NA,71,71,23,0,NA,NA,12,12,NA,1
"9744",1,1,0,0,0,1,1,NA,NA,NA,NA,69,69,24,0,NA,NA,12,12,NA,4
"9745",1,1,0,0,0,0,3,NA,NA,NA,NA,70,70,28,1,NA,NA,10,12,NA,1
"9746",1,1,0,0,0,0,4,NA,NA,NA,NA,72,72,28,1,NA,NA,17,14,NA,4
"9747",1,0,1,0,0,0,2,0,0,1,0,76,76,26,1,15.6468286514282,16,12,13,39,1
"9748",0,1,0,0,1,0,1,NA,NA,NA,NA,61,62,27,1,NA,NA,16,16,NA,0
"9749",0,0,1,0,1,0,2,0,0,1,0,68,NA,24,1,20.6730766296387,17,13,13,39,1
"9750",0,1,0,0,0,0,1,NA,NA,NA,NA,67,67,21,0,NA,NA,8,8,NA,0
"9751",1,1,0,0,0,0,1,NA,NA,NA,NA,71,71,26,0,NA,NA,16,12,NA,0
"9752",1,1,0,0,0,0,1,NA,NA,NA,NA,68,69,28,1,NA,NA,14,17,NA,1
"9753",0,1,0,0,0,0,6,NA,NA,NA,NA,62,62,18,0,NA,NA,10,11,NA,0
"9754",0,0,0,1,0,0,2,0,0,1,0,67,68,22,0,NA,9,3,9,35,0
"9755",0,1,0,0,0,0,1,NA,NA,NA,NA,65,66,23,0,NA,NA,11,12,NA,0
"9756",0,0,1,0,0,1,3,0,0,1,0,57,57,22,0,8.82352924346924,12,16,NA,38,0
"9757",0,0,1,0,0,0,1,0,0,1,0,64,64,24,1,10.6164379119873,13,12,13,34,1
"9758",0,0,1,0,0,0,1,0,0,1,0,65,64,22,0,NA,14,NA,12,33,0
"9759",0,0,1,0,0,0,3,0,0,1,0,64,64,21,0,NA,16,16,15,31,1
"9760",1,0,1,0,0,0,3,0,0,1,0,69,70,24,0,1.52439022064209,12,NA,6,35,1
"9761",1,0,1,0,0,0,3,0,0,1,0,72,72,21,1,15.0326795578003,12,NA,14,32,1
"9762",1,0,0,1,0,1,2,0,0,1,0,68,69,21,0,10.5769233703613,12,9,8,31,0
"9763",0,0,0,1,0,0,4,NA,NA,NA,NA,62,62,20,0,NA,NA,8,8,NA,1
"9764",1,0,1,0,1,0,1,0,0,1,0,74,74,NA,1,0,12,13,16,38,0
"9765",0,0,1,0,1,0,1,0,0,1,0,59,59,20,0,NA,12,12,16,36,0
"9766",0,0,1,0,0,0,2,0,0,1,0,66,68,26,0,10.1442308425903,15,NA,12,35,0
"9767",1,0,1,0,0,0,2,0,0,1,0,65,65,25,0,NA,12,12,12,36,0
"9768",0,0,1,0,0,0,4,0,0,1,0,60,60,23,0,NA,14,NA,NA,38,0
"9769",1,0,1,0,0,0,2,NA,NA,NA,NA,66,66,26,0,NA,NA,12,12,34,0
"9770",1,0,0,1,0,0,1,0,0,1,0,67,66,20,0,5.76923084259033,8,7,NA,32,0
"9771",1,0,0,1,0,0,5,0,0,1,0,68,67,22,0,10.0961542129517,12,7,8,33,0
"9772",0,0,0,1,0,0,3,0,0,1,0,62,63,20,0,NA,12,9,7,34,0
"9773",1,0,0,1,0,0,3,0,0,1,0,66,69,21,0,14.9038457870483,13,9,7,32,2
"9774",0,1,0,0,0,0,1,NA,NA,NA,NA,68,68,22,0,NA,NA,10,14,NA,2
"9775",1,0,0,1,0,0,4,0,0,1,0,64,64,24,0,NA,12,11,8,33,0
"9776",1,0,0,1,0,0,6,0,0,1,0,65,65,22,1,15.453296661377,12,9,9,36,0
"9777",1,0,0,1,0,0,6,0,0,1,0,69,69,23,0,12.0677881240845,14,9,10,35,0
"9778",0,0,0,1,0,0,3,0,0,1,0,62,62,21,0,12.0192308425903,12,12,NA,36,0
"9779",1,0,0,1,1,0,4,0,0,1,0,68,68,23,0,14.9038457870483,11,9,6,34,0
"9780",1,0,0,1,0,0,5,0,0,1,0,71,70,21,0,11.5384616851807,11,7,10,39,0
"9781",1,1,0,0,0,0,1,NA,NA,NA,NA,72,72,25,0,NA,NA,8,12,NA,0
"9782",0,1,0,0,0,0,3,NA,NA,NA,NA,69,69,25,0,NA,NA,15,11,NA,0
"9783",1,0,0,1,0,0,3,0,0,0,1,72,72,22,1,13.4615383148193,12,12,9,33,0
"9784",0,0,0,1,0,0,3,0,0,0,1,64,65,21,0,9.13461494445801,13,12,9,31,0
"9785",1,1,0,0,1,0,7,NA,NA,NA,NA,63,71,24,0,NA,NA,6,7,NA,0
"9786",1,0,0,1,0,0,3,0,0,0,1,68,68,27,0,12.0833330154419,12,12,5,36,0
"9787",1,1,0,0,0,0,4,NA,NA,NA,NA,NA,70,19,0,NA,NA,NA,NA,NA,0
"9788",1,0,0,1,0,1,2,0,0,0,1,68,68,25,0,12.5636672973633,13,16,12,32,2
"9789",0,0,0,1,0,0,4,0,0,0,1,63,63,26,0,7.50469064712524,12,10,12,33,2
"9790",0,0,0,1,0,0,4,0,0,0,1,62,62,22,1,13.8888893127441,12,10,12,32,0
"9791",1,1,0,0,0,0,10,NA,NA,NA,NA,69,68,28,1,NA,NA,8,16,NA,3
"9792",1,1,0,0,0,0,7,NA,NA,NA,NA,72,72,22,0,NA,NA,6,13,NA,0
"9793",1,1,0,0,0,0,2,NA,NA,NA,NA,61,72,23,1,NA,NA,12,12,NA,0
"9794",1,1,0,0,0,0,6,NA,NA,NA,NA,73,73,24,1,NA,NA,8,3,NA,1
"9795",0,1,0,0,0,0,3,NA,NA,NA,NA,64,64,20,1,NA,NA,8,12,NA,0
"9796",0,1,0,0,0,0,3,NA,NA,NA,NA,63,62,19,0,NA,NA,8,12,NA,0
"9797",0,1,0,0,0,0,6,NA,NA,NA,NA,63,60,26,0,NA,NA,12,12,NA,3
"9798",0,1,0,0,0,0,4,NA,NA,NA,NA,64,64,24,0,NA,NA,8,12,NA,0
"9799",0,1,0,0,0,0,4,NA,NA,NA,NA,62,62,24,0,NA,NA,8,12,NA,0
"9800",1,1,0,0,0,0,1,NA,NA,NA,NA,67,NA,NA,0,NA,NA,0,1,NA,0
"9801",1,0,0,1,0,0,5,0,0,0,1,70,NA,NA,0,5.76923084259033,4,2,2,32,0
"9802",1,0,0,1,0,0,5,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,4,0,NA,NA
"9803",1,1,0,0,0,0,6,NA,NA,NA,NA,72,72,28,0,NA,NA,15,8,NA,0
"9804",1,1,0,0,0,0,6,NA,NA,NA,NA,NA,68,23,1,NA,NA,0,1,NA,1
"9805",1,1,0,0,0,0,4,NA,NA,NA,NA,64,64,26,1,NA,NA,0,3,NA,1
"9806",1,1,0,0,0,0,8,NA,NA,NA,NA,68,68,21,0,NA,NA,11,5,NA,1
"9807",0,1,0,0,0,0,4,NA,NA,NA,NA,66,65,24,0,NA,NA,11,12,NA,0
"9808",1,1,0,0,0,1,1,NA,NA,NA,NA,67,68,21,0,NA,NA,12,12,NA,0
"9809",0,0,0,1,0,0,2,0,0,1,0,64,64,21,0,4.4642858505249,12,12,11,36,0
"9810",1,0,0,1,0,0,4,0,0,0,1,73,74,28,1,5.76923084259033,12,8,12,35,0
"9811",0,0,0,1,0,0,5,0,0,0,1,64,61,20,0,4.807692527771,9,0,0,38,0
"9812",1,0,0,1,0,0,5,0,0,0,1,70,70,21,0,8.29959487915039,17,0,0,37,0
"9813",0,0,0,1,0,0,6,0,0,0,1,64,65,20,0,15.4682273864746,14,0,0,NA,0
"9814",1,0,0,1,0,0,6,0,0,0,1,68,70,21,0,NA,12,0,0,31,0
"9815",1,0,0,1,0,0,6,0,0,0,1,67,71,23,0,NA,10,2,6,35,0
"9816",1,0,0,1,0,0,7,0,0,0,1,66,67,19,0,1.68269228935242,9,2,6,33,0
"9817",0,0,0,1,0,0,6,0,0,0,1,63,64,25,0,NA,11,2,6,36,0
"9818",0,1,0,0,0,0,2,NA,NA,NA,NA,62,62,27,0,NA,NA,10,8,NA,0
"9819",1,0,0,1,0,0,4,NA,NA,NA,NA,68,69,21,1,NA,NA,8,12,NA,0
"9820",0,0,0,1,0,0,5,0,0,0,1,64,64,26,1,10.7692308425903,17,14,12,34,2
"9821",1,0,0,1,0,0,5,0,0,0,1,68,70,21,0,NA,12,14,12,33,0
"9822",1,0,0,1,0,0,5,0,0,0,1,66,66,27,1,16.8269233703613,13,14,12,32,2
"9823",1,0,1,0,0,0,8,0,0,0,1,67,67,27,0,11.5384616851807,14,8,11,37,0
"9824",0,0,1,0,0,1,8,0,0,0,1,63,63,23,0,18.7246971130371,19,4,11,34,1
"9825",1,0,1,0,0,0,5,NA,NA,NA,NA,71,71,25,0,NA,NA,12,12,35,0
"9826",0,0,1,0,0,0,5,0,0,0,1,64,64,21,0,NA,15,12,12,33,1
"9827",1,0,1,0,0,0,5,NA,NA,NA,NA,69,72,21,0,NA,NA,12,12,NA,0
"9828",0,0,0,1,0,0,5,0,0,0,1,59,63,11,0,NA,9,NA,8,NA,0
"9829",1,0,0,1,0,0,3,0,0,0,1,66,68,21,0,15.9620361328125,12,0,3,35,0
"9830",0,0,0,1,0,0,3,0,0,0,1,61,65,21,0,NA,15,0,3,32,0
"9831",0,0,0,1,0,0,4,NA,NA,NA,NA,59,59,23,0,NA,NA,NA,NA,NA,0
"9832",0,0,0,1,0,0,3,0,0,0,1,61,60,21,0,7.692307472229,12,12,12,35,3
"9833",1,1,0,0,0,1,3,NA,NA,NA,NA,72,72,21,1,NA,NA,12,12,NA,2
"9834",0,1,0,0,0,0,4,NA,NA,NA,NA,62,62,20,0,NA,NA,7,12,NA,0
"9835",1,0,0,1,0,0,4,0,0,0,1,63,68,20,0,7.11538457870483,12,12,NA,31,0
"9836",1,0,0,1,0,0,6,0,0,0,1,66,67,19,0,10.8695650100708,12,6,6,33,0
"9837",0,0,0,1,0,0,4,0,0,0,1,65,66,23,0,6.25,13,6,5,31,1
"9838",0,0,0,1,0,0,5,0,0,0,1,63,62,21,0,8.36538505554199,14,4,0,38,0
"9839",0,0,0,1,0,0,10,0,0,0,1,63,63,21,0,0.9375,13,5,0,35,0
"9840",0,0,0,1,0,0,9,0,0,0,1,60,60,24,0,9.13461494445801,17,5,0,33,0
"9841",1,0,0,1,0,0,9,NA,NA,NA,NA,65,65,25,0,NA,NA,5,0,32,1
"9842",1,1,0,0,0,0,1,NA,NA,NA,NA,68,68,26,0,NA,NA,12,14,NA,0
"9843",1,0,0,1,0,0,11,0,0,0,1,66,68,18,1,NA,10,12,12,36,0
"9844",0,0,0,1,0,0,11,0,0,0,1,61,62,22,0,8.65384578704834,13,3,3,34,3
"9845",0,0,0,1,0,0,5,0,0,0,1,66,65,27,1,NA,12,0,0,37,1
"9846",1,0,0,1,0,0,5,0,0,0,1,66,67,22,1,19.008264541626,12,7,2,37,1
"9847",1,0,0,1,0,0,5,0,0,0,1,69,68,24,1,41.6666679382324,19,0,0,32,0
"9848",1,0,0,1,0,1,2,0,0,0,1,64,64,26,0,12.3239440917969,14,14,13,31,3
"9849",0,0,0,1,0,0,1,0,0,0,1,60,60,19,0,NA,11,12,9,33,0
"9850",1,0,0,1,0,0,4,0,0,0,1,72,71,27,0,12.5,12,10,12,36,0
"9851",0,0,0,1,0,0,3,NA,NA,NA,NA,60,61,21,0,NA,NA,10,9,NA,0
"9852",0,0,0,1,0,0,2,0,0,0,1,64,64,21,1,14.7058820724487,12,10,10,31,0
"9853",1,0,0,1,0,0,8,0,0,0,1,68,64,NA,0,NA,10,NA,NA,34,0
"9854",1,0,0,1,0,0,8,NA,NA,NA,NA,63,62,NA,0,NA,NA,8,8,33,0
"9855",0,0,0,1,0,0,8,0,0,0,1,64,62,21,0,25.8152179718018,14,NA,8,32,0
"9856",1,0,0,1,0,0,5,0,0,0,1,71,72,28,0,NA,12,12,6,37,0
"9857",1,0,0,1,0,0,1,NA,NA,NA,NA,68,68,NA,1,NA,NA,12,8,NA,1
"9858",0,0,0,1,0,0,4,0,0,0,1,59,59,NA,1,NA,12,10,10,37,1
"9859",1,0,0,1,0,0,4,0,0,0,1,68,68,21,0,11.057692527771,12,3,0,38,0
"9860",1,0,0,1,0,0,4,0,0,0,1,65,67,21,0,11.5740737915039,12,0,0,35,0
"9861",0,1,0,0,0,1,6,NA,NA,NA,NA,68,68,27,1,NA,NA,12,11,NA,0
"9862",0,0,0,1,0,0,2,0,0,0,1,66,68,20,0,1.30988025665283,14,12,12,34,0
"9863",0,0,0,1,0,0,4,NA,NA,NA,NA,66,68,25,1,NA,NA,7,12,33,4
"9864",0,1,0,0,0,0,11,NA,NA,NA,NA,62,61,18,0,NA,NA,9,10,NA,0
"9865",0,0,0,1,0,0,3,0,0,0,1,63,64,21,0,6.5,10,12,11,32,0
"9866",0,0,0,1,0,0,2,NA,NA,NA,NA,66,66,24,0,NA,NA,16,12,NA,1
"9867",0,0,0,1,0,0,2,NA,NA,NA,NA,63,63,23,0,NA,NA,16,12,NA,0
"9868",1,0,0,1,0,0,2,0,0,0,1,70,70,21,1,3.75,12,NA,9,35,0
"9869",1,0,0,1,0,0,2,0,0,0,1,NA,68,NA,1,0,11,NA,NA,36,0
"9870",0,0,0,1,0,0,1,0,0,0,1,62,61,23,1,NA,12,12,NA,32,0
"9871",0,0,1,0,0,0,8,0,0,0,1,64,64,18,0,12.5,13,9,12,37,0
"9872",0,0,1,0,0,1,8,0,0,0,1,65,64,26,0,12.1166229248047,14,10,12,34,0
"9873",1,0,1,0,0,0,4,0,0,0,1,71,72,23,1,14.7928991317749,16,8,12,32,0
"9874",0,0,1,0,0,0,4,0,0,0,1,63,64,21,0,NA,12,NA,12,31,1
"9875",1,0,0,1,0,0,2,0,0,0,1,66,66,21,1,6.70731687545776,11,11,7,33,0
"9876",1,0,0,1,0,0,5,0,0,0,1,64,64,28,1,19.8224849700928,13,NA,9,39,2
"9877",0,0,1,0,0,0,4,0,0,0,1,61,61,26,1,12.0192308425903,12,12,12,34,0
"9878",1,0,0,1,1,0,6,NA,NA,NA,NA,68,68,22,1,NA,NA,12,11,NA,1
"9879",1,0,1,0,0,0,7,0,0,0,1,73,73,23,1,8.65384578704834,16,13,12,33,0
"9880",1,0,1,0,0,0,3,NA,NA,NA,NA,74,75,27,1,NA,NA,13,16,NA,0
"9881",0,0,0,1,0,0,6,0,0,0,1,62,63,19,1,7.83475780487061,12,NA,NA,31,1
"9882",0,1,0,0,0,0,6,NA,NA,NA,NA,62,61,19,0,NA,NA,6,6,NA,0
"9883",1,0,0,1,0,0,6,0,0,0,1,74,74,24,0,18.75,14,NA,12,36,0
"9884",1,0,0,1,0,0,6,0,0,0,1,67,NA,26,0,11.5384616851807,12,12,12,36,0
"9885",0,0,0,1,0,0,6,0,0,0,1,62,62,28,0,9.40170955657959,12,12,12,37,0
"9886",1,0,0,1,0,0,6,0,0,0,1,67,67,23,0,24.0384616851807,11,12,12,32,0
"9887",0,0,0,1,0,0,2,0,0,0,1,64,64,22,0,NA,12,12,12,36,0
"9888",1,0,0,1,0,0,1,0,0,0,1,66,NA,22,0,11.5384616851807,9,NA,6,33,0
"9889",1,1,0,0,0,0,4,NA,NA,NA,NA,74,74,26,1,NA,NA,12,7,NA,1
"9890",1,0,0,1,0,1,2,0,0,1,0,75,75,27,0,27.2727279663086,16,17,12,39,1
"9891",0,0,0,1,0,1,2,0,0,0,1,66,66,20,0,NA,13,15,12,37,0
"9892",0,0,0,1,1,0,2,0,0,1,0,63,65,21,1,9.61538505554199,12,12,11,32,0
"9893",1,0,1,0,0,0,3,0,0,0,1,70,71,22,1,16.3461532592773,12,12,12,37,0
"9894",0,0,0,1,0,0,3,0,0,0,1,66,66,24,0,NA,12,8,8,38,1
"9895",0,0,0,1,0,0,2,0,0,0,1,64,64,23,0,8.17307662963867,13,9,8,36,0
"9896",0,0,0,1,0,1,2,0,0,0,1,66,66,27,0,22.7272720336914,17,16,8,37,1
"9897",0,0,0,1,0,1,3,0,0,0,1,61,61,26,1,13.5828552246094,16,16,8,34,3
"9898",0,0,0,1,0,1,2,NA,NA,NA,NA,66,66,28,1,NA,NA,16,8,NA,4
"9899",0,0,0,1,0,0,4,0,0,0,1,60,60,21,0,9.46969699859619,13,12,10,38,1
"9900",0,1,0,0,1,1,2,NA,NA,NA,NA,NA,NA,27,1,NA,NA,20,12,NA,2
"9901",1,0,0,1,0,0,5,0,0,0,1,64,66,24,0,11.4864864349365,14,12,12,37,0
"9902",1,0,0,1,0,0,5,0,0,0,1,66,66,26,0,10.5769233703613,11,12,12,35,0
"9903",0,0,0,1,0,0,1,NA,NA,NA,NA,62,62,20,NA,NA,NA,11,10,NA,NA
"9904",1,0,0,1,0,0,9,0,0,0,1,68,67,21,0,5.24475526809692,16,4,5,36,1
"9905",1,0,0,1,0,0,6,0,0,0,1,65,65,23,1,15.1696605682373,12,9,2,35,0
"9906",0,0,0,1,0,0,6,0,0,0,1,60,62,21,0,NA,11,12,12,32,0
"9907",1,1,0,0,0,0,9,NA,NA,NA,NA,63,64,21,0,NA,NA,2,10,NA,0
"9908",1,1,0,0,0,0,9,NA,NA,NA,NA,64,67,18,0,NA,NA,NA,10,NA,0
"9909",1,1,0,0,0,0,9,NA,NA,NA,NA,64,65,20,0,NA,NA,2,10,NA,0
"9910",0,1,0,0,0,0,9,NA,NA,NA,NA,61,61,18,0,NA,NA,NA,10,NA,1
"9911",1,0,0,1,0,0,9,NA,NA,NA,NA,67,NA,21,NA,NA,NA,NA,12,NA,NA
"9912",1,0,0,1,0,0,10,0,0,0,1,67,69,21,0,NA,12,NA,10,33,0
"9913",0,0,0,1,0,0,4,0,0,0,1,63,64,19,0,NA,10,11,12,36,0
"9914",1,0,0,1,0,0,5,0,0,0,1,66,68,26,0,NA,11,7,4,32,0
"9915",1,0,0,1,0,0,6,0,0,0,1,67,67,21,0,13.8461542129517,6,3,0,38,0
"9916",0,0,0,1,0,0,6,0,0,0,1,NA,64,NA,0,7.692307472229,6,3,0,33,0
"9917",1,1,0,0,0,0,4,NA,NA,NA,NA,71,71,23,0,NA,NA,12,9,NA,0
"9918",1,0,0,1,0,0,5,0,0,0,1,64,66,24,0,4.83870983123779,12,0,0,34,0
"9919",1,0,0,1,0,0,3,NA,NA,NA,NA,70,66,20,0,NA,NA,0,0,NA,0
"9920",0,0,1,0,1,0,1,0,0,1,0,NA,66,NA,1,NA,16,13,14,31,2
"9921",0,1,0,0,0,0,3,NA,NA,NA,NA,67,67,24,0,NA,NA,12,12,NA,2
"9922",0,0,0,1,0,1,1,1,0,0,0,61,61,23,0,5.47945213317871,12,18,14,37,0
"9923",0,0,0,1,0,1,2,0,0,0,1,62,61,25,0,10.384614944458,12,8,12,38,0
"9924",0,1,0,0,0,0,5,NA,NA,NA,NA,NA,65,NA,0,NA,NA,12,12,NA,0
"9925",0,0,0,1,0,0,3,0,0,1,0,63,62,23,0,7.23684215545654,12,11,8,32,0
"9926",1,0,1,0,0,0,2,0,0,0,1,66,65,27,1,8.97435855865479,12,NA,12,36,2
"9927",0,0,0,1,0,0,4,0,0,0,1,61,61,22,0,16.3584632873535,12,9,9,38,0
"9928",1,0,1,0,0,0,2,0,0,0,1,68,68,22,1,19.1115379333496,14,NA,16,35,0
"9929",1,0,1,0,0,1,2,0,0,0,1,71,71,26,1,17.9487171173096,14,16,16,34,0
"9930",0,0,0,1,0,0,5,0,0,0,1,62,62,21,0,28.8461532592773,12,12,11,34,1
"9931",0,0,0,1,0,0,2,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,8,12,NA,NA
"9932",0,1,0,0,0,0,2,NA,NA,NA,NA,68,68,22,1,NA,NA,12,12,NA,2
"9933",1,0,0,1,0,0,4,0,0,0,1,69,70,23,0,17.7884616851807,12,NA,12,33,0
"9934",1,0,0,1,1,0,2,0,0,0,1,67,69,22,1,14.884614944458,20,NA,NA,31,0
"9935",0,0,0,1,0,0,7,0,0,0,1,59,59,22,0,12.5,14,10,10,33,0
"9936",1,0,0,1,0,0,16,0,0,0,1,66,67,28,0,24.519229888916,12,NA,5,37,0
"9937",1,0,0,1,0,0,2,0,0,0,1,73,72,21,0,8.74125862121582,12,12,12,37,1
"9938",0,0,0,1,0,0,2,0,0,0,1,64,64,24,0,NA,13,12,NA,34,2
"9939",0,0,0,1,0,0,2,0,0,0,1,62,63,24,1,30.6122455596924,16,12,12,37,2
"9940",0,0,0,1,0,0,4,0,0,0,1,60,60,21,0,6.83760690689087,9,NA,6,39,0
"9941",0,0,0,1,0,0,4,NA,NA,NA,NA,66,67,23,0,NA,11,NA,0,36,0
"9942",1,0,0,1,0,0,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,6,4,34,0
"9943",1,0,0,1,0,0,7,0,0,0,1,69,68,25,0,NA,10,7,7,37,1
"9944",0,0,0,1,0,0,8,0,1,0,0,63,62,27,0,NA,10,NA,4,NA,0
"9945",0,0,0,1,0,0,9,0,0,0,1,72,NA,23,0,NA,6,3,NA,39,0
"9946",0,0,0,1,0,1,9,NA,NA,NA,NA,NA,72,20,0,NA,NA,6,6,39,1
"9947",1,0,0,1,0,0,1,NA,NA,NA,NA,70,69,27,0,NA,NA,3,4,NA,2
"9948",0,0,0,1,0,0,1,0,0,0,1,63,63,24,0,13.4615383148193,12,3,NA,32,0
"9949",1,0,1,0,0,0,4,NA,NA,NA,NA,69,71,NA,0,NA,NA,NA,10,NA,1
"9950",1,0,1,0,1,0,4,0,0,0,1,68,69,27,0,0,12,18,14,34,1
"9951",0,0,1,0,1,0,4,0,0,0,1,62,62,22,1,11.6891021728516,12,16,14,32,2
"9952",1,0,1,0,1,0,4,0,0,0,1,65,71,25,0,0,12,16,14,32,0
"9953",0,0,0,1,0,0,5,0,0,0,1,63,66,21,0,NA,11,6,11,32,0
"9954",1,0,0,1,0,0,7,NA,NA,NA,NA,63,64,21,0,NA,NA,0,6,NA,0
"9955",0,0,0,1,0,0,1,0,1,0,0,62,64,21,0,NA,12,0,6,34,0
"9956",1,0,0,1,0,0,7,NA,NA,NA,NA,67,67,21,0,NA,NA,NA,6,NA,0
"9957",1,0,0,1,0,0,7,0,1,0,0,60,66,25,0,11.9542617797852,12,0,6,32,0
"9958",1,0,1,0,0,0,0,0,0,0,1,68,69,23,0,NA,10,NA,11,NA,2
"9959",0,0,1,0,1,0,2,NA,NA,NA,NA,67,67,25,1,NA,NA,12,16,NA,0
"9960",0,0,0,1,0,0,9,NA,NA,NA,NA,63,65,19,0,NA,NA,4,6,NA,0
"9961",1,0,0,1,0,1,4,0,0,0,1,70,70,25,1,20.6730766296387,13,8,6,33,0
"9962",1,0,0,1,0,0,4,0,0,0,1,71,72,21,0,13.6217947006226,10,8,6,32,0
"9963",1,0,0,1,1,0,7,0,0,0,1,65,66,21,0,13.7362632751465,9,NA,2,36,0
"9964",1,0,0,1,0,0,13,0,0,0,1,65,65,23,0,20.220588684082,12,4,0,35,0
"9965",0,0,0,1,0,0,7,NA,NA,NA,NA,60,59,22,0,NA,NA,NA,NA,NA,1
"9966",0,0,0,1,0,0,10,0,0,0,1,65,NA,22,0,6.00961542129517,6,0,0,37,0
"9967",0,0,0,1,0,0,8,0,0,0,1,60,62,23,0,3.60576915740967,8,NA,NA,37,0
"9968",1,0,0,1,0,0,5,0,0,0,1,67,67,22,0,5.76923084259033,6,4,6,NA,0
"9969",1,0,0,1,0,0,4,0,0,0,1,70,68,22,1,10.9561748504639,12,2,2,34,0
"9970",0,0,1,0,0,0,8,0,0,0,1,63,64,27,1,NA,13,NA,8,35,1
"9971",1,0,1,0,0,0,8,0,0,0,1,74,74,25,0,2.5961537361145,13,8,8,37,0
"9972",0,0,0,1,0,0,6,0,0,0,1,64,64,25,0,0,12,3,2,36,1
"9973",0,0,0,1,0,0,6,NA,NA,NA,NA,63,62,21,0,NA,NA,3,2,NA,1
"9974",0,0,0,1,0,0,6,0,0,0,1,60,60,22,0,NA,9,6,4,32,0
"9975",1,0,0,1,0,0,1,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,6,4,NA,NA
"9976",1,0,0,1,0,0,8,0,0,0,1,65,65,20,1,5.66037750244141,9,NA,0,34,0
"9977",1,0,0,1,0,0,8,0,0,0,1,64,62,20,0,5.76923084259033,12,2,2,32,0
"9978",0,0,0,1,0,0,4,0,0,0,1,65,64,NA,0,NA,11,12,8,34,1
"9979",0,1,0,0,0,0,3,NA,NA,NA,NA,67,66,23,0,NA,NA,8,9,NA,0
"9980",0,0,0,1,0,0,8,0,0,0,1,61,61,23,0,3.36538457870483,12,8,8,37,0
"9981",0,0,0,1,0,0,8,0,0,0,1,64,62,23,0,41.1392402648926,14,NA,NA,35,1
"9982",0,0,0,1,0,0,8,0,0,0,1,61,60,20,0,13.4615383148193,13,NA,NA,33,0
"9983",1,0,0,1,1,0,3,0,0,0,1,71,71,21,0,9.32510852813721,12,11,12,32,1
"9984",1,0,0,1,1,0,4,NA,NA,NA,NA,68,NA,27,NA,NA,NA,12,14,NA,NA
"9985",1,0,1,0,0,0,3,0,0,0,1,67,67,26,1,NA,12,12,12,34,0
"9986",0,0,1,0,0,0,8,0,0,0,1,65,65,26,0,NA,11,12,8,37,0
"9987",0,0,0,1,0,0,4,0,0,0,1,66,66,28,1,NA,16,0,12,37,0
"9988",1,0,0,1,0,0,5,0,0,0,1,67,68,21,0,7.14285707473755,13,0,8,37,0
"9989",1,0,0,1,0,0,5,0,0,0,1,65,65,19,0,NA,9,NA,6,36,0
"9990",1,0,0,1,0,0,2,0,0,0,1,70,70,21,0,NA,11,12,11,32,0
"9991",0,0,0,1,0,0,3,NA,NA,NA,NA,62,62,28,1,NA,NA,12,8,NA,1
"9992",0,0,0,1,0,0,4,0,0,0,1,63,62,21,1,NA,16,6,NA,31,0
"9993",1,0,0,1,0,0,7,0,0,0,1,66,67,22,0,6.1538462638855,4,0,0,33,0
